Term	Notes	Russian
quest_make_ceviche_text		Приготовьте севиче	
quest_make_fish_trap_text		Сделайте ловушку для рыбы	
quest_make_glass_text		Сделать стекло	
quest_make_gold_bar_text		Сделайте золотой слиток	
quest_make_rope_text		Сделайте веревку	
quest_make_rum_text		Сделайте бутылку рома	
quest_make_sail_text		Сделать парус	
quest_make_sandstone_text		Сделайте песчаник	
quest_make_seafood_stew_text		Приготовление рыбного супа	
quest_make_sushi_text		Приготовьте суши	
quest_open_message_in_a_bottle_text		Открыть послание в бутылке	
quest_open_sacred_chest_text		Откройте священный ларец	
quest_poisoned_villager_text		Отравленный житель деревни	
quest_punch_driftwood_text		Выдолбите немного Древесины	
quest_train_a_fisher_text		Обучение рыболова	
quest_train_captain_text		Обучить капитана	
quest_unlock_all_island_packs_text		Разблокируйте все островные пакеты	
questgroup_building		Строительство	
questgroup_cooking		Потлак	
questgroup_exploration		Открытие	
questgroup_fighting		Сила и мастерство	
questgroup_island		Островные амбиции	
questgroup_island_beginnings		Брошенный	
questgroup_island_combat		Встречи в Энклаве	
questgroup_island_cooking		Островная трапеза		
questgroup_island_mainquest		Тайна острова	
questgroup_island_misc		Остров Другой	
